,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,Response
0,-0.6883454386596042,-1.0751803369556006,-0.8735856844418248,-1.7014091637293853,-0.47566766548314643,-0.3375940440964885,6.458753729350677,2.522791628159064,-2.704777946614718,-0.31349188289568697,0.9138174825822507,-2.2045701044173454,1
1,-0.9482260893176748,1.8904857984490135,0.823395729596916,-5.157181536052113,-0.01126868940899406,0.8500861371692101,-4.2764838781998,0.2515541465642326,0.38460662194126694,-0.33851799883084543,5.234188471349064,1.2890717549922948,2
2,-0.5913659175255883,1.2651937665363717,-0.13539515881107178,-3.8173596306988116,-0.3883165459817538,3.953921699741233,-2.223433610109992,0.057388550688116435,-0.28009097024915364,-2.596457503493232,0.4468513276960677,2.0005155515513517,2
3,-3.7549699218871933,5.34850510371493,0.5512908461049644,4.557592940255172,3.1809728150514776,-4.1785596652579,7.251974140612782,5.981263883787493,-0.45337808439962224,1.0174650162016818,-0.8196302018067501,-2.480946300696782,0
4,-0.4511081818103375,-2.8286737068371695,0.8118367317513493,-7.326254602740402,0.2917417633823248,-0.4795793491956786,5.8602543011460435,-2.611892895154967,0.2785014438374662,-4.525027035100864,-0.04774918452690091,-3.1276266446328904,3
5,1.5728959241005378,-1.8650027621485896,2.6649775787709906,-0.15772713266965582,3.805150759170494,-1.6807513588163556,2.3468732369745777,0.6792843925015194,-0.21587654657013167,0.43949522859518786,1.387527816105669,-1.6345597730853103,1
6,4.251168945485258,2.94946221163372,1.9675794136926272,2.2275415186398613,-0.6604727599828298,-1.4914637431233273,-2.5457581099856577,-1.9732015529664322,5.101351808445602,-0.2898687001277852,-0.03781741134570171,-5.50266283422299,2
7,2.617873110390007,0.6636107112080158,1.6527575947652222,-3.9616071280525142,-0.9227543176393451,1.580843271000149,-2.2965523643405077,-2.683032106152469,1.0811319615080957,-2.2673273860841534,1.1524764422773661,-1.3320568725813402,2
8,1.391064991845885,-3.374343532274909,0.16770260149717475,0.40338213155958547,1.0790939993719588,-0.9343873352776378,1.6575665060695832,0.38934881838837154,0.3290464397085777,2.67203797707511,1.5194503270313322,-3.798918431747952,3
9,1.291502405175786,2.044072851406275,0.8136092401330679,-3.4809588778122054,-1.3485939326460399,1.5864520631800052,-2.9424408064858865,-0.5972924219876687,1.6059202355863986,-0.716893083048977,2.837344028571786,-2.159488252462729,2
10,-0.04803774762852142,-2.6195749176808256,-1.8904639350602845,1.428933055019201,1.0921395782794674,-1.5069194938019161,2.4242974599840594,1.8766639985430587,0.7899423816368076,0.49918352857081527,1.1758777634021698,-0.9605842922374181,3
11,-0.5953384944860622,1.441332323900777,-0.5322837226026775,1.8008250182335008,-1.5294231519851205,0.4914171509899312,-2.8531480617608755,1.7431370656581837,-1.488414936573664,2.328125434795664,1.5227244666866193,2.586506180156928,0
